SHELL, 100, 0.000000
KNUTH, 100, 0.000000
CIURA, 100, 0.000000
SHELL, 1000, 0.000000
KNUTH, 1000, 0.000000
CIURA, 1000, 0.000000
SHELL, 10000, 0.004000
KNUTH, 10000, 0.002000
CIURA, 10000, 0.001000
SHELL, 100000, 0.062000
KNUTH, 100000, 0.018000
CIURA, 100000, 0.019000
SHELL, 1000000, 2.088000
KNUTH, 1000000, 0.329000
CIURA, 1000000, 0.267000
